Teacher Name,Month,Attendance (%),Feedback from Students (1-5),Questions Answered,Research Papers,Average Class Duration (minutes),Average Student Attendance per Class (%),Resource Sharing (1-5),Quiz Frequency,After Quiz Feedback (1-5),RandomNumber
Teacher_361,1,88,3.7,131,5,71,87,4.8,4,4.7,44.77844491
Teacher_362,1,88,4.4,111,2,50,89,3.5,4,3.8,57.84001672
Teacher_363,1,98,3.9,106,3,69,84,3.8,3,4,72.98085431
Teacher_364,1,91,4.7,128,1,46,79,4.5,3,3.6,79.36272834
Teacher_365,1,97,4.1,119,2,46,79,4.8,3,4.5,88.66698072
Teacher_366,1,97,5,91,3,58,78,4.5,4,3.8,25.21326607
Teacher_367,1,91,3.6,115,1,60,76,4.1,2,3.9,58.37188674
Teacher_368,1,98,4.7,86,4,62,84,4,4,4.8,32.49249913
Teacher_369,1,85,4.5,130,5,46,76,4.6,3,4,60.41875621
Teacher_370,1,86,4.7,148,3,72,76,4.6,1,4.3,52.48938789
Teacher_371,1,96,4,94,1,68,83,4.4,2,4.1,12.04128822
Teacher_372,1,86,4.2,132,2,49,75,3.9,3,3.6,87.50855701
Teacher_373,1,89,4.7,102,1,55,79,4.9,4,4,6.20283448
Teacher_374,1,89,3.8,106,2,46,76,4.3,3,4.1,55.21271098
Teacher_375,1,98,3.8,84,5,67,78,4.7,2,4.8,79.3773234
Teacher_376,1,92,4.3,82,5,52,84,3.8,3,4,30.62836821
Teacher_377,1,92,4.3,82,1,70,87,4,1,4.1,9.879578742
Teacher_378,1,97,3.9,105,1,49,88,4.8,3,4.7,47.04654771
Teacher_379,1,85,3.9,126,2,70,75,3.6,3,4.6,65.04892749
Teacher_380,1,88,3.9,94,2,67,88,4.3,4,4.7,55.56627538
Teacher_381,1,88,4.7,98,3,68,80,4.2,3,4.9,21.29382977
Teacher_382,1,97,4.5,136,3,63,78,4.6,3,4.7,11.27206915
Teacher_383,1,87,4.7,104,3,50,80,3.9,2,4.1,87.51161292
Teacher_384,1,98,5,89,1,61,77,3.8,4,4.7,68.20351936
Teacher_385,1,97,4.2,134,6,58,76,4.9,2,4.3,23.34566606
Teacher_386,1,85,3.6,122,6,52,78,4.4,3,3.9,53.78744712
Teacher_387,1,96,3.6,123,6,55,81,3.7,3,4,31.30269182
Teacher_388,1,85,3.9,139,6,64,79,3.8,3,3.8,1.551273207
Teacher_389,1,89,4.9,91,3,74,76,5,1,3.7,61.6460983
Teacher_390,1,86,4.3,122,1,64,86,3.8,3,3.8,95.13741278
Teacher_391,1,89,3.9,146,6,71,86,4.4,1,3.6,37.75348839
Teacher_392,1,94,4.1,104,5,63,81,4.1,3,4.8,69.34625062
Teacher_393,1,98,4.4,125,4,65,82,4.8,1,4.9,9.0201926
Teacher_394,1,98,4.5,125,5,45,80,4.6,2,4.4,1.528307317
Teacher_395,1,99,3.7,114,1,48,77,4.4,2,4.8,31.24942665
Teacher_396,1,90,5,123,1,71,89,3.5,4,3.8,93.5483173
Teacher_397,1,97,4.3,112,4,47,88,4.8,1,4.9,24.86556294
Teacher_398,1,92,3.7,117,2,53,86,4.2,3,4.3,67.24981333
Teacher_399,1,85,4.8,143,2,49,87,4.9,3,3.6,83.95892459
Teacher_400,1,89,3.6,97,2,74,84,4.2,4,3.7,78.64194817
Teacher_401,1,99,4.9,87,3,69,89,4.5,4,4,0.146456666
Teacher_402,1,87,5,108,2,45,83,3.6,4,3.6,24.70044054
Teacher_403,1,90,4.6,123,3,48,89,4.6,4,4,53.7855739
Teacher_404,1,94,4.7,142,3,68,87,4,3,3.6,58.00053129
Teacher_405,1,92,4,87,2,61,84,4,1,3.9,14.26624742
Teacher_406,1,98,4.9,92,2,52,79,3.7,4,3.9,19.87901391
Teacher_407,1,91,4.3,139,4,56,82,3.7,1,5,2.978947141
Teacher_408,1,86,4.6,113,6,64,81,3.8,1,3.9,4.585399361
Teacher_409,1,95,4.9,141,4,70,84,4,2,3.9,4.749162042
Teacher_410,1,99,5,104,3,49,88,4.8,1,4.5,62.15612583
Teacher_411,1,86,4.7,86,4,56,81,4.1,1,4.8,82.6255649
Teacher_412,1,93,4,80,3,56,75,4.6,4,4.1,85.61189264
Teacher_413,1,88,4.9,131,1,63,79,3.6,1,4.8,50.46867064
Teacher_414,1,89,4.4,136,3,66,78,4.4,3,4,98.47787391
Teacher_415,1,94,4.9,147,3,60,85,4.2,2,3.8,32.20903164
Teacher_416,1,85,4.5,88,4,61,75,5,4,4,47.72499977
Teacher_417,1,94,4,101,6,52,83,4.8,1,4.4,3.434453843
Teacher_418,1,96,4.1,89,1,48,85,4.2,4,4.1,59.61361514
Teacher_419,1,93,4.3,132,5,74,83,4.7,2,4.5,51.92639045
Teacher_420,1,97,4.7,116,5,63,77,3.8,1,3.9,96.4401841
Teacher_421,1,96,4,137,6,54,89,4.3,2,4.6,40.63148741
Teacher_422,1,97,4.4,136,5,63,75,3.6,3,4,40.40442715
Teacher_423,1,97,4,103,1,48,76,4,2,4.2,51.05384831
Teacher_424,1,87,4.7,127,2,65,84,3.8,2,4.3,16.63072297
Teacher_425,1,94,4.2,144,1,54,83,4.6,4,4.5,48.79731264
Teacher_426,1,94,3.6,125,4,71,82,4.2,3,3.9,6.212938615
Teacher_427,1,90,3.7,139,3,45,80,4.6,4,4.8,84.81045269
Teacher_428,1,95,3.6,147,3,66,82,4.3,1,4.6,38.37878375
Teacher_429,1,91,4.2,96,4,69,81,3.6,1,3.9,42.96704333
Teacher_430,1,97,3.7,82,4,55,86,4.6,3,5,79.15151122
Teacher_431,1,92,3.7,135,3,72,78,4.7,4,4.5,30.17731041
Teacher_432,1,85,4.9,89,6,70,76,4.9,2,4.2,33.52378903
Teacher_433,1,87,4.8,93,2,66,86,4.4,2,3.7,67.65817289
Teacher_434,1,85,4.2,114,2,51,79,4.6,1,4.3,37.5103066
Teacher_435,1,98,5,122,2,70,82,4.6,1,3.7,74.63852467
Teacher_436,1,85,3.5,146,4,73,87,3.7,3,4.1,71.4947124
Teacher_437,1,90,4.4,100,3,68,75,3.7,1,4.1,42.52615571
Teacher_438,1,98,4.4,117,6,63,80,3.6,1,4.6,6.848521616
Teacher_439,1,86,4.2,93,3,66,83,4,3,3.8,19.63215511
Teacher_440,1,94,4.1,149,3,55,78,4.2,3,4.7,20.77188924
Teacher_441,1,90,4.2,125,6,68,79,5,1,4,98.68515499
Teacher_442,1,95,4.1,100,1,47,88,4.1,4,4.2,36.29770166
Teacher_443,1,99,4.6,90,6,45,82,4.6,4,4.7,89.2736543
Teacher_444,1,90,3.7,106,1,62,80,4.5,2,4.4,82.13262383
Teacher_445,1,89,3.8,126,5,67,80,3.8,3,4,35.73808665
Teacher_446,1,93,3.8,135,1,74,78,3.6,2,4.1,13.88257871
Teacher_447,1,95,3.9,80,2,65,78,4.3,1,4,37.65867009
Teacher_448,1,98,4.3,104,2,68,85,4.6,4,4.4,11.54512934
Teacher_449,1,97,3.7,119,6,47,79,5,4,4,0.034827488
Teacher_450,1,88,4.8,144,2,60,84,4,4,4.6,91.63827571
Teacher_451,1,90,3.9,82,2,62,86,4.8,3,4.4,9.963612965
Teacher_452,1,87,3.7,128,5,55,83,4.1,3,3.7,41.52700673
Teacher_453,1,92,4.5,111,2,70,83,4.5,2,4,41.28813278
Teacher_454,1,97,3.6,139,4,47,83,4.4,1,3.8,54.74461434
Teacher_455,1,99,4.4,142,4,70,86,3.6,1,4.1,60.90231532
Teacher_456,1,86,4.5,87,4,67,86,3.6,4,4.3,88.50770821
Teacher_457,1,92,3.8,100,1,61,78,3.5,2,4.3,12.70114051
Teacher_458,1,93,3.6,95,6,64,80,4.1,4,4.6,92.82818971
Teacher_459,1,97,4,146,6,73,88,4.6,4,3.8,0.564199784
Teacher_460,1,88,3.6,85,3,55,76,3.8,4,4.9,17.17998148
Teacher_461,1,95,3.7,94,5,67,82,4.4,2,4,91.99634589
Teacher_462,1,89,3.9,127,4,54,84,3.9,1,4,22.96645053
Teacher_463,1,99,3.9,113,4,73,85,4.7,1,4.5,32.82303082
Teacher_464,1,93,4.3,139,2,66,75,4.7,1,4.7,94.57545546
Teacher_465,1,93,4.5,84,4,55,89,4.7,3,4.1,9.635303144
Teacher_466,1,94,4.4,119,2,66,82,4.3,1,4.6,35.37610083
Teacher_467,1,90,3.7,97,2,65,83,3.9,4,4.8,48.29223091
Teacher_468,1,91,3.8,139,3,64,76,4.7,4,4.7,36.49233929
Teacher_469,1,88,4.8,141,1,71,85,3.8,1,3.6,94.66039677
Teacher_470,1,95,4.3,83,2,69,79,3.9,4,4.7,51.7706607
Teacher_471,1,95,4.8,117,2,62,87,3.8,2,4.7,97.49959814
Teacher_472,1,88,4.1,93,6,67,79,4.5,4,4.5,64.71699591
Teacher_473,1,91,4.4,117,3,65,81,4.5,2,4.6,12.89343185
Teacher_474,1,96,4.3,145,2,69,83,4.5,3,5,53.20961564
Teacher_475,1,85,4,126,5,45,75,4.1,4,4.1,40.59129157
Teacher_476,1,93,4.2,112,1,55,86,3.7,1,3.6,49.43082508
Teacher_477,1,88,4.3,92,5,62,89,4.9,2,4.2,84.29403854
Teacher_478,1,97,3.8,146,4,72,84,4.3,3,3.6,40.57522087
Teacher_479,1,85,4,112,1,72,83,4.1,2,3.9,85.33632157
Teacher_480,1,93,4.7,96,4,55,86,4.4,3,4.4,36.73591864
Teacher_481,1,86,4.9,129,6,74,78,3.8,2,4,86.89189216
Teacher_482,1,99,4,141,2,71,86,3.7,1,4.5,50.09389434
Teacher_483,1,86,4,133,3,54,86,4.1,2,4.7,78.52961584
Teacher_484,1,90,3.8,132,5,68,78,3.8,3,4.1,54.5143489
Teacher_485,1,93,4.5,99,4,53,75,3.9,1,4.9,19.8875056
Teacher_486,1,86,4,99,2,59,87,4.8,2,3.6,38.10232319
Teacher_487,1,88,5,124,5,58,75,4.3,2,4.8,55.93318207
Teacher_488,1,94,4,147,5,73,89,4.2,3,4.7,73.76329138
Teacher_489,1,99,4.1,146,6,47,83,4.5,1,4,88.34988696
Teacher_490,1,95,4.4,135,6,47,79,4.9,1,3.9,33.40883482
Teacher_491,1,99,4.7,125,4,67,80,3.7,3,4,58.16413597
Teacher_492,1,97,4.2,100,2,64,86,4.8,3,4.7,28.775579
Teacher_493,1,90,4.1,137,3,73,83,4.4,4,4.7,16.64827708
Teacher_494,1,85,5,148,4,53,78,3.7,3,4,78.17501342
Teacher_495,1,90,3.5,135,5,57,77,3.9,3,4.4,25.38613156
Teacher_496,1,92,4.8,126,5,61,76,4.2,2,3.7,66.09031448
Teacher_497,1,88,3.7,117,1,49,78,4.5,3,4.2,33.63128872
Teacher_498,1,94,4.7,107,2,56,86,3.9,1,5,47.69789971
Teacher_499,1,99,4.4,118,1,70,75,4.3,3,3.7,93.38018045
Teacher_500,1,97,4,113,6,71,75,4.5,3,4.9,3.556833487
Teacher_501,1,87,4.8,131,3,73,80,4.2,4,4.7,66.52966556
Teacher_502,1,93,3.5,148,4,45,78,4.8,2,5,68.28393365
Teacher_503,1,89,3.8,103,5,58,88,4.8,2,3.8,26.7821359
Teacher_504,1,93,4.4,125,2,58,80,4.2,2,3.8,4.88612648
Teacher_505,1,85,4,140,5,51,82,5,1,3.5,91.56674243
Teacher_506,1,91,4.4,101,6,49,79,3.6,4,4.6,93.69799224
Teacher_507,1,89,3.5,105,1,74,75,3.5,4,4.5,98.56269752
Teacher_508,1,94,3.7,148,1,60,77,4.1,4,3.8,59.4808559
Teacher_509,1,96,3.7,118,4,60,76,4.4,3,4.7,22.2726039
Teacher_510,1,96,3.8,96,2,74,86,4.4,1,3.9,8.72307802
Teacher_511,1,94,4.2,126,6,49,85,4.2,1,3.7,56.17134699
Teacher_512,1,86,4.6,82,2,65,82,3.7,4,4.1,92.69619059
Teacher_513,1,91,4.9,141,4,59,89,3.8,2,3.6,90.43743378
Teacher_514,1,85,4.8,92,6,48,81,4.8,2,3.9,88.82026923
Teacher_515,1,94,3.8,125,6,69,75,4.8,3,4.1,45.04874552
Teacher_516,1,93,4.2,106,1,60,89,4.5,4,4.8,2.826016478
Teacher_517,1,93,3.8,120,1,58,76,4.5,4,4.7,58.48636909
Teacher_518,1,86,3.9,148,1,47,83,4.4,4,4.2,67.59968617
Teacher_519,1,93,4.3,97,5,57,88,3.8,2,4.6,18.87432044
Teacher_520,1,94,3.6,131,3,67,88,4.1,1,4.4,60.62819058
Teacher_521,1,95,3.8,149,1,67,86,4.5,3,4,64.97640212
Teacher_522,1,85,4.9,147,3,45,87,4.3,3,4.6,72.13588073
Teacher_523,1,93,4.2,122,3,63,89,3.5,2,4.5,57.7709337
Teacher_524,1,87,4.2,131,2,63,75,4.9,2,4.4,87.66025113
Teacher_525,1,85,3.5,102,4,74,85,4.8,3,4.4,61.22226517
Teacher_526,1,94,3.9,126,5,46,87,3.9,4,4.5,20.71326631
Teacher_527,1,97,4.8,123,3,47,85,4.4,4,4.1,70.90584028
Teacher_528,1,86,3.7,103,5,49,77,4.9,2,4.8,71.51977639
Teacher_529,1,99,4.1,90,2,60,81,3.6,3,3.7,29.8550571
Teacher_530,1,98,3.5,105,1,61,84,4.3,4,4.8,87.67703732
Teacher_531,1,91,4.2,109,6,65,75,4.2,3,4,50.99809919
Teacher_532,1,85,3.5,101,3,67,81,4.1,4,3.7,20.05149072
Teacher_533,1,98,4.7,123,4,52,87,4.8,1,4.4,73.81575276
Teacher_534,1,92,4.7,133,6,69,88,4.1,4,4.1,86.10119823
Teacher_535,1,88,4.7,109,2,56,78,3.6,1,4.7,89.25595255
Teacher_536,1,99,3.9,115,5,60,89,3.6,2,4.1,99.71255342
Teacher_537,1,95,4.8,82,1,73,79,3.6,2,4.5,85.89743216
Teacher_538,1,85,4.3,112,5,50,78,4.1,3,4,42.03313697
Teacher_539,1,87,4.1,122,4,67,80,4.6,3,3.8,78.62872317
Teacher_540,1,93,4.4,122,3,68,83,3.8,2,4.1,27.83099253
Teacher_541,1,95,3.5,103,4,58,78,4.5,4,4.4,74.4857091
Teacher_542,1,93,3.7,99,5,58,89,4.5,4,4.5,34.96614723
Teacher_543,1,95,4.6,114,5,63,85,3.9,2,4.4,49.85147518
Teacher_544,1,90,3.9,90,6,64,78,4.4,3,5,82.41094682
Teacher_545,1,99,4.4,95,4,69,86,4.5,2,4.5,28.283244
Teacher_546,1,99,4.1,130,4,56,84,4.2,1,4.9,8.397194674
Teacher_547,1,97,4.8,133,4,49,79,4,3,3.7,21.38578166
Teacher_548,1,96,4.9,133,1,51,87,4.4,3,3.6,63.80672537
Teacher_549,1,88,4.8,87,5,49,81,5,3,4,77.52579012
Teacher_550,1,91,3.9,102,2,48,86,4.1,4,3.7,8.977428552
Teacher_551,1,91,3.8,104,1,45,88,4.1,4,4.3,32.65571999
Teacher_552,1,91,4.2,124,1,47,83,4.2,4,4.3,19.22222961
Teacher_553,1,91,3.5,141,1,48,82,3.6,4,4.4,3.453769092
Teacher_554,1,89,3.5,96,6,49,77,4.3,3,4.6,59.22433607
Teacher_555,1,92,4.3,102,2,45,80,4,1,5,23.56650153
Teacher_556,1,88,4.3,119,4,73,82,3.7,2,4.8,58.58725098
Teacher_557,1,92,5,145,6,48,83,4.2,2,3.7,92.14602484
Teacher_558,1,89,3.8,112,5,51,87,3.5,1,4,79.80967653
Teacher_559,1,85,3.9,147,3,46,80,4.1,4,3.9,46.38671427
Teacher_560,1,90,3.7,124,6,51,88,3.7,4,3.8,23.24845832
Teacher_561,1,99,4.9,126,3,65,77,3.5,4,4.3,24.80359791
Teacher_562,1,97,4.7,147,5,46,89,4.7,1,4.3,86.8588972
Teacher_563,1,91,4.7,148,2,68,85,4.9,3,3.8,0.615519649
Teacher_564,1,90,4.9,136,3,67,88,3.8,3,4.6,31.18638499
Teacher_565,1,92,4.3,131,1,62,87,4.3,2,4.6,39.15541455
Teacher_566,1,96,4.2,106,6,64,81,3.9,1,3.5,98.33861958
Teacher_567,1,93,4,141,3,68,77,4.2,2,4.1,63.93214254
Teacher_568,1,99,4.4,134,5,56,80,4.2,1,4.8,57.48505774
Teacher_569,1,91,4.2,98,1,57,84,3.9,1,4.3,11.05835376
Teacher_570,1,97,4.2,140,3,66,89,4.6,3,4,96.83808627
Teacher_571,1,86,4.9,84,5,49,89,3.7,3,3.9,47.93204445
Teacher_572,1,91,5,141,2,70,79,3.6,3,3.9,15.64146912
Teacher_573,1,98,4.7,109,5,67,83,4.7,1,3.6,16.73465547
Teacher_574,1,89,4.6,144,2,65,85,4.5,1,4.7,78.1588599
Teacher_575,1,89,4.5,94,1,58,76,4.2,2,3.6,41.34566676
Teacher_576,1,87,3.7,104,5,49,87,4.2,2,3.9,62.55844927
Teacher_577,1,92,3.6,80,4,58,82,4.2,4,3.6,29.67016779
Teacher_578,1,95,4.5,89,6,57,78,4.2,4,4.7,1.247678921
Teacher_579,1,90,4.6,114,4,62,88,4.1,1,3.6,77.58174589
Teacher_580,1,95,3.6,105,4,70,79,4.2,2,4,82.37329481
Teacher_581,1,85,4.9,82,4,63,79,4.3,2,4.4,68.34164831
Teacher_582,1,88,3.6,80,6,45,82,4.5,4,4.1,51.60529471
Teacher_583,1,88,3.9,120,4,47,84,4.6,2,3.9,79.64523316
Teacher_584,1,96,4.5,135,2,55,87,4.1,1,3.9,71.93540545
Teacher_585,1,90,3.8,148,5,69,76,4.1,2,4.7,48.71651106
Teacher_586,1,93,3.6,98,1,68,85,4.1,4,5,30.48470756
Teacher_587,1,92,4,136,4,51,88,4.3,4,4,85.23669403
Teacher_588,1,96,4.6,93,4,67,89,4.2,1,3.6,71.93815002
Teacher_589,1,91,4.1,109,1,54,89,4.8,3,3.6,28.55309411
Teacher_590,1,93,4.5,111,1,71,87,4.5,3,4.6,62.60833463
Teacher_591,1,99,4.4,146,4,55,76,4.8,3,4.3,5.755357666
Teacher_592,1,89,3.5,148,2,58,86,4.6,4,4.7,36.74319728
Teacher_593,1,87,5,117,1,49,88,5,2,4.5,47.16364062
Teacher_594,1,91,3.6,88,5,66,85,4.5,4,4.9,87.12667493
Teacher_595,1,90,5,149,5,66,87,4.9,4,4.8,8.294548941
Teacher_596,1,96,4.3,142,2,65,76,3.7,3,4.7,8.536113953
Teacher_597,1,96,4.9,100,6,45,82,3.6,1,4.2,51.03193997
Teacher_598,1,99,3.7,144,3,45,79,4.4,2,4,66.44835917
Teacher_599,1,93,4.2,101,2,59,86,5,3,4.3,71.1399345
Teacher_600,1,92,3.8,120,4,49,79,4.1,2,4.3,88.04391984
Teacher_1,2,88,4.9,145,5,72,89,3.9,4,3.5,33.56315087
Teacher_2,2,95,4.3,144,2,72,82,3.8,3,3.5,77.27247031
Teacher_3,2,98,3.8,131,1,68,76,3.7,2,4.7,99.36762627
Teacher_4,2,85,3.7,124,1,65,76,3.8,3,5,83.76257925
Teacher_5,2,87,4.4,97,4,73,77,4.5,1,4.6,60.70233873
Teacher_6,2,86,4.6,127,6,59,78,4.2,4,3.5,98.25830147
Teacher_7,2,96,4.7,120,5,51,77,4.3,2,3.8,81.11142549
Teacher_8,2,86,3.9,82,6,72,80,3.7,1,5,27.49880993
Teacher_9,2,86,3.8,98,5,57,82,4.7,1,4.7,81.52438362
Teacher_10,2,91,3.5,124,2,68,80,4.7,4,4.4,67.64662847
Teacher_11,2,93,4.5,83,2,73,79,3.5,3,3.9,36.05629824
Teacher_12,2,93,3.6,99,1,70,83,4.1,1,3.5,37.98245042
Teacher_13,2,87,4.1,121,5,60,86,3.6,4,3.5,58.03229862
Teacher_14,2,96,4.4,143,5,57,76,4.7,2,4.4,71.81305567
Teacher_15,2,95,4.9,149,6,59,81,4.6,3,3.5,68.42289763
Teacher_16,2,99,4,114,2,54,81,4.9,1,5,11.9036449
Teacher_17,2,99,3.9,124,3,68,89,3.9,3,3.8,50.29351969
Teacher_18,2,95,4.5,104,1,64,84,4.2,4,4.6,54.90159323
Teacher_19,2,98,4.4,133,5,62,76,3.8,3,3.7,22.57419134
Teacher_20,2,94,4,114,4,66,80,4.1,3,4.3,95.9724132
Teacher_21,2,88,4.9,138,4,59,83,4.3,4,3.6,19.0505478
Teacher_22,2,87,4.8,103,3,57,76,3.6,3,4.7,67.14197751
Teacher_23,2,85,3.8,140,2,72,75,4.6,2,4.4,80.03163671
Teacher_24,2,85,3.9,133,2,67,84,4.3,4,3.6,62.90679859
Teacher_25,2,98,4.3,83,2,62,89,4.7,1,4.8,80.48176793
Teacher_26,2,85,4.7,136,6,55,84,3.9,4,4.3,37.8276864
Teacher_27,2,93,3.6,83,4,61,86,4.9,1,4.9,16.83174069
Teacher_28,2,87,4.5,113,2,51,83,5,2,4.9,42.35094114
Teacher_29,2,85,4.5,133,4,59,77,4.9,1,4.9,14.06464516
Teacher_30,2,96,3.8,131,3,53,82,4.7,1,3.6,26.19642193
Teacher_31,2,95,4.5,117,1,70,83,4.7,2,3.7,27.20665163
Teacher_32,2,92,4.9,108,6,53,75,4.4,3,5,88.15867017
Teacher_33,2,93,3.6,146,5,61,83,3.8,1,4.2,85.0917026
Teacher_34,2,88,4,80,3,65,76,4.5,3,3.9,14.06077034
Teacher_35,2,85,4.2,138,4,70,78,4.6,2,4.7,79.92656487
Teacher_36,2,87,4.8,129,3,73,86,5,3,3.9,51.27919638
Teacher_37,2,89,4.9,102,5,66,80,4.3,4,4.6,35.10799226
Teacher_38,2,98,4.2,140,6,45,87,3.9,4,4.8,16.30966916
Teacher_39,2,99,4.6,102,1,57,77,4.5,1,4.7,60.48569403
Teacher_40,2,93,4.3,89,5,70,81,5,1,3.9,16.36437646
Teacher_41,2,91,4.3,141,6,71,80,3.8,3,4.1,41.06705396
Teacher_42,2,90,3.9,142,4,65,81,4,3,4.1,57.44687687
Teacher_43,2,94,3.8,88,5,72,77,4.3,4,4.2,83.20890886
Teacher_44,2,91,3.9,97,3,59,84,3.8,3,3.8,42.41836349
Teacher_45,2,98,4.3,94,2,45,84,3.5,1,4.2,77.29257987
Teacher_46,2,95,3.5,98,3,57,77,4,1,4.3,63.54622943
Teacher_47,2,90,4.9,125,4,61,77,4.8,1,4.3,46.29521163
Teacher_48,2,94,3.7,137,1,58,81,3.6,2,4.7,95.45181132
Teacher_49,2,94,3.8,131,5,70,75,4.1,3,4.3,96.1698442
Teacher_50,2,99,4.3,100,1,49,78,4.6,3,3.8,17.39255756
Teacher_51,2,89,4.6,134,4,61,77,4.9,3,4.5,96.20211895
Teacher_52,2,98,3.6,131,5,46,79,5,3,4.7,31.0515198
Teacher_53,2,94,4,94,6,73,81,4.1,4,4,92.49617226
Teacher_54,2,89,5,105,6,71,83,4.9,3,4.5,10.70753738
Teacher_55,2,97,3.9,120,3,69,81,3.6,2,3.7,3.157737877
Teacher_56,2,87,4,148,3,67,75,4.6,1,4,4.168072997
Teacher_57,2,92,4.8,87,4,51,78,4.5,4,4.9,98.49289874
Teacher_58,2,86,3.6,86,6,70,83,3.9,1,4.9,95.1227687
Teacher_59,2,87,4.2,130,5,61,88,4.3,4,4.4,46.99115495
Teacher_60,2,93,4.1,135,6,74,87,3.7,3,4.6,19.28490759
Teacher_61,2,88,4,131,3,52,76,4.8,4,4.8,5.274099943
Teacher_62,2,91,3.9,123,4,74,82,4,4,4.9,83.58292459
Teacher_63,2,95,3.6,119,6,74,77,4.4,4,4.2,74.00525327
Teacher_64,2,98,4,132,4,56,83,3.7,1,4.3,48.76884118
Teacher_65,2,95,3.6,81,6,48,76,3.8,4,4.1,68.17778833
Teacher_66,2,98,4.7,84,1,45,88,5,3,3.6,63.21329936
Teacher_67,2,93,4.1,144,6,61,78,4.6,3,4.1,61.3751522
Teacher_68,2,93,4.2,110,3,68,79,4.9,2,4.7,31.06345209
Teacher_69,2,85,4.8,148,5,56,78,3.9,1,4.7,79.59507453
Teacher_70,2,99,4.5,94,3,72,84,3.7,2,4.8,93.25839991
Teacher_71,2,87,3.5,88,3,67,83,4.3,2,3.6,90.60667505
Teacher_72,2,93,4.9,121,3,57,88,4.2,4,4.3,50.15495731
Teacher_73,2,92,3.9,102,4,61,79,3.8,1,3.7,31.74284357
Teacher_74,2,90,3.7,122,2,57,82,4.6,3,3.8,85.42668526
Teacher_75,2,93,4.7,134,2,64,84,4,3,4.9,51.37149983
Teacher_76,2,95,4.3,96,1,60,75,3.8,3,4.2,53.61753792
Teacher_77,2,88,4.2,123,3,54,82,4,3,4.6,70.10653354
Teacher_78,2,90,3.9,139,2,71,83,4.3,4,3.6,45.0664206
Teacher_79,2,87,4.3,141,1,62,83,4.6,4,4.1,48.36740403
Teacher_80,2,86,3.9,122,4,64,75,4.2,1,4.5,72.40782237
Teacher_81,2,95,4.9,104,3,65,82,4.3,4,3.7,60.27722445
Teacher_82,2,93,3.8,100,5,49,79,3.7,3,4,3.073714517
Teacher_83,2,90,4.8,86,4,51,81,4.9,1,3.6,98.28834759
Teacher_84,2,98,4.3,98,1,59,77,4.9,4,4.5,70.15105986
Teacher_85,2,86,4.7,147,4,57,77,4.5,2,5,9.886785464
Teacher_86,2,86,4.6,109,5,53,76,3.5,2,4.7,26.62492764
Teacher_87,2,99,4.5,144,4,73,87,4.3,1,5,27.94067029
Teacher_88,2,86,4,118,1,45,78,4.4,3,4.8,6.244672829
Teacher_89,2,93,3.9,84,5,56,80,5,3,4.8,92.44749474
Teacher_90,2,97,3.8,127,5,47,84,5,1,4.4,88.03857409
Teacher_91,2,90,4.8,91,4,62,85,4.8,3,4.3,3.890373632
Teacher_92,2,91,4.7,113,5,45,87,3.6,4,4.1,19.02711535
Teacher_93,2,95,4.2,86,4,53,82,4.9,1,4.7,16.06813954
Teacher_94,2,97,3.7,83,3,45,76,4.4,3,3.8,16.89355158
Teacher_95,2,98,4.1,125,5,64,86,4.7,1,3.6,86.47644947
Teacher_96,2,98,4.4,134,4,61,86,4.1,4,4.9,63.04789304
Teacher_97,2,88,4.2,92,3,65,79,4,2,3.5,74.76897318
Teacher_98,2,86,4.7,110,5,47,84,4.2,1,5,9.184066451
Teacher_99,2,95,5,96,3,62,75,3.7,3,4.6,41.72293077
Teacher_100,2,89,3.8,101,6,74,86,4,4,4,64.65255573
Teacher_101,2,85,4.2,114,5,51,80,4.8,3,4.5,49.5468284
Teacher_102,2,99,4.1,137,6,71,75,3.6,1,4.7,20.5704471
Teacher_103,2,90,4,105,1,47,86,3.7,2,3.9,13.46741293
Teacher_104,2,89,3.8,90,1,48,79,3.7,3,4.7,97.07650167
Teacher_105,2,99,3.6,107,4,54,80,4.1,4,4.7,99.63238145
Teacher_106,2,99,4.8,113,2,65,80,5,3,3.9,42.96937364
Teacher_107,2,92,4.1,105,6,61,80,3.8,2,3.6,93.20376741
Teacher_108,2,96,4.2,100,6,59,76,3.7,3,3.8,29.02843409
Teacher_109,2,99,4.9,142,1,47,81,4.9,2,3.8,70.20217072
Teacher_110,2,87,4.7,115,6,69,79,4.8,1,3.6,41.19570708
Teacher_111,2,92,3.7,122,2,71,88,3.5,4,4.6,50.06658325
Teacher_112,2,90,4.3,80,3,66,88,4.6,4,4.1,48.39902842
Teacher_113,2,89,4.2,81,3,67,77,4.5,2,4.8,16.0991285
Teacher_114,2,97,4.7,124,2,57,89,4.7,4,3.9,89.34025041
Teacher_115,2,87,4.6,90,6,45,86,4.2,3,4.2,78.78186513
Teacher_116,2,92,4.5,86,6,46,82,5,2,4.5,57.42507751
Teacher_117,2,93,4,80,6,54,80,3.6,2,4.8,39.35166842
Teacher_118,2,87,4.7,101,4,59,85,3.9,2,4.3,77.61637961
Teacher_119,2,85,3.6,100,5,61,87,4.1,4,4.1,43.90170699
Teacher_120,2,95,3.7,93,2,66,86,4.2,2,4.8,84.31619177
Teacher_121,2,90,4,93,2,52,80,4.9,3,4,41.77926508
Teacher_122,2,92,3.6,141,2,68,75,4.3,3,3.6,46.80364737
